Step,PotEng,Press,KinEng,Temp,Lx,Ly,Lz,Pxx,Pyy,Pzz,SPCPU,Density
2002971.0,2116.9669,5868.6974,3973.1448,251.53949,106.89119,106.89119,106.89119,5893.8006,5922.4687,5789.823,0.0,1.6966378
2003000.0,2059.2647,5861.9086,3998.0983,253.11929,106.89119,106.89119,106.89119,5849.5016,5911.1486,5825.0756,291.10501,1.6966378
2004000.0,2107.17,5916.1649,3919.6379,248.15197,106.89119,106.89119,106.89119,5892.5537,5910.3707,5945.5703,453.93378,1.6966378
2005000.0,2029.3925,5825.2002,3981.0971,252.04295,106.89119,106.89119,106.89119,5799.683,5839.2968,5836.6208,502.09967,1.6966378
2006000.0,1988.0399,5847.279,3894.6763,246.57165,106.89119,106.89119,106.89119,5834.3246,5849.5475,5857.9651,504.50928,1.6966378
2007000.0,2090.3194,5866.8937,3960.4157,250.73361,106.89119,106.89119,106.89119,5946.9684,5870.9807,5782.7319,507.23808,1.6966378
2008000.0,2133.8994,5865.4511,3931.4529,248.89998,106.89119,106.89119,106.89119,5933.8804,5805.8837,5856.589,504.47685,1.6966378
2009000.0,1973.7382,5832.6345,3986.8445,252.40681,106.89119,106.89119,106.89119,5804.766,5854.0574,5839.0802,505.81743,1.6966378
2010000.0,2054.9817,5859.5931,3923.0038,248.36507,106.89119,106.89119,106.89119,5916.1926,5810.2173,5852.3693,505.76145,1.6966378
2011000.0,2049.7795,5854.6687,3940.6632,249.48308,106.89119,106.89119,106.89119,5858.1208,5860.1239,5845.7613,495.52592,1.6966378
2012000.0,2100.3587,5854.5323,3981.9091,252.09436,106.89119,106.89119,106.89119,5855.0461,5805.0897,5903.4611,499.8994,1.6966378
2013000.0,2000.4842,5834.0495,3918.8552,248.10242,106.89119,106.89119,106.89119,5847.034,5825.3184,5829.7963,504.64323,1.6966378
2014000.0,1957.1469,5834.1898,3919.285,248.12963,106.89119,106.89119,106.89119,5856.2706,5845.9426,5800.3562,503.75307,1.6966378
2015000.0,2109.6473,5879.0203,3997.1184,253.05726,106.89119,106.89119,106.89119,5909.8938,5875.2211,5851.946,518.40614,1.6966378
2016000.0,1987.1059,5848.6824,3941.4029,249.52991,106.89119,106.89119,106.89119,5875.6109,5839.3484,5831.088,501.02365,1.6966378
2017000.0,1964.0694,5820.5628,3934.9961,249.12429,106.89119,106.89119,106.89119,5855.0038,5777.7094,5828.9752,501.41822,1.6966378
2018000.0,1996.4849,5859.9914,3961.0596,250.77437,106.89119,106.89119,106.89119,5861.675,5855.9007,5862.3984,496.01518,1.6966378
2019000.0,2065.9455,5860.7277,3981.8845,252.0928,106.89119,106.89119,106.89119,5848.4731,5881.8483,5851.8617,507.09505,1.6966378
2020000.0,2019.4643,5848.8571,4020.8116,254.55727,106.89119,106.89119,106.89119,5835.8956,5885.2386,5825.437,503.25799,1.6966378
2021000.0,2077.481,5842.366,3967.2808,251.16824,106.89119,106.89119,106.89119,5848.5126,5836.5625,5842.0228,505.67698,1.6966378
2022000.0,2098.2125,5855.9395,4005.7165,253.6016,106.89119,106.89119,106.89119,5867.177,5860.1151,5840.5265,510.56284,1.6966378
2023000.0,2055.2372,5832.9086,3968.0523,251.21708,106.89119,106.89119,106.89119,5848.0352,5818.9389,5831.7518,509.85339,1.6966378
2024000.0,2031.2537,5820.6566,3979.1133,251.91735,106.89119,106.89119,106.89119,5856.6807,5773.9772,5831.312,507.83313,1.6966378
2025000.0,1970.5203,5828.1159,3947.4186,249.91076,106.89119,106.89119,106.89119,5828.2476,5836.5369,5819.5631,505.07951,1.6966378
2026000.0,2039.9116,5842.8507,3987.7019,252.4611,106.89119,106.89119,106.89119,5825.5477,5861.5502,5841.4541,507.38179,1.6966378
2027000.0,1980.6651,5833.7376,3943.7257,249.67696,106.89119,106.89119,106.89119,5878.2693,5818.5085,5804.435,510.35825,1.6966378
2028000.0,2032.2287,5862.2108,3959.5318,250.67765,106.89119,106.89119,106.89119,5820.3062,5869.1067,5897.2195,502.49218,1.6966378
2029000.0,2089.7285,5856.0542,3942.8658,249.62253,106.89119,106.89119,106.89119,5883.6227,5875.3873,5809.1527,508.14563,1.6966378
2030000.0,2038.3937,5871.8209,3956.2575,250.47035,106.89119,106.89119,106.89119,5871.6746,5912.8443,5830.9437,504.4541,1.6966378
2031000.0,2066.1536,5854.8021,3954.1973,250.33992,106.89119,106.89119,106.89119,5880.0305,5874.3755,5810.0003,504.39654,1.6966378
2032000.0,2082.9271,5858.8251,4003.2849,253.44765,106.89119,106.89119,106.89119,5837.9602,5868.5293,5869.9858,507.18353,1.6966378
2033000.0,2132.9094,5871.4978,3917.3972,248.01011,106.89119,106.89119,106.89119,5884.4248,5842.8535,5887.215,509.09491,1.6966378
2034000.0,2084.4431,5875.0659,3922.9083,248.35902,106.89119,106.89119,106.89119,5904.3088,5867.1755,5853.7134,505.36684,1.6966378
2035000.0,2047.0775,5842.566,3941.4788,249.53472,106.89119,106.89119,106.89119,5937.4371,5752.5882,5837.6725,504.18217,1.6966378
2036000.0,2013.1444,5854.5314,3876.4798,245.41963,106.89119,106.89119,106.89119,5887.5958,5795.8197,5880.1787,502.64687,1.6966378
2037000.0,2034.1769,5882.0095,3969.9147,251.33499,106.89119,106.89119,106.89119,5876.4734,5933.7696,5835.7855,505.02207,1.6966378
2038000.0,2063.6563,5844.327,3980.2917,251.99196,106.89119,106.89119,106.89119,5886.5596,5852.9614,5793.46,503.67467,1.6966378
2039000.0,2134.6343,5866.9211,3949.537,250.04488,106.89119,106.89119,106.89119,5905.2976,5855.2892,5840.1763,507.73733,1.6966378
2040000.0,2038.9183,5853.7057,4008.6012,253.78423,106.89119,106.89119,106.89119,5894.1839,5878.687,5788.2461,505.42604,1.6966378
2041000.0,2077.7809,5868.4844,3963.2664,250.91409,106.89119,106.89119,106.89119,5923.0742,5902.7767,5779.6023,507.73356,1.6966378
2042000.0,2083.4398,5876.8613,3924.1026,248.43463,106.89119,106.89119,106.89119,5907.5567,5891.6537,5831.3733,506.86213,1.6966378
2043000.0,2094.1448,5881.386,3950.5165,250.10689,106.89119,106.89119,106.89119,5895.4064,5858.946,5889.8057,511.44327,1.6966378
2044000.0,2072.8972,5879.2549,3927.8631,248.6727,106.89119,106.89119,106.89119,5914.1665,5813.404,5910.1941,508.51389,1.6966378
2045000.0,2000.1686,5853.847,4017.3384,254.33738,106.89119,106.89119,106.89119,5865.5953,5827.9508,5867.9948,504.95267,1.6966378
2046000.0,2093.1531,5850.4391,3976.4701,251.75002,106.89119,106.89119,106.89119,5847.0943,5849.4621,5854.7609,517.97689,1.6966378
2047000.0,2051.2042,5839.8795,3934.1845,249.07291,106.89119,106.89119,106.89119,5885.0526,5823.0267,5811.5591,507.5769,1.6966378
2048000.0,2074.4045,5846.2613,3977.3785,251.80752,106.89119,106.89119,106.89119,5859.5496,5867.4447,5811.7897,508.28689,1.6966378
2049000.0,2070.821,5856.3773,3868.6129,244.92158,106.89119,106.89119,106.89119,5849.5282,5925.6298,5793.9738,505.5708,1.6966378
2050000.0,2071.3884,5866.5135,3908.7522,247.4628,106.89119,106.89119,106.89119,5868.4577,5907.5194,5823.5634,494.66916,1.6966378
2051000.0,2065.0777,5853.7623,3940.3327,249.46216,106.89119,106.89119,106.89119,5871.359,5886.028,5803.8998,498.07427,1.6966378
2052000.0,2090.104,5861.951,3949.6588,250.05259,106.89119,106.89119,106.89119,5898.3229,5837.764,5849.7661,504.17709,1.6966378
2053000.0,2047.5002,5859.0829,3977.2714,251.80074,106.89119,106.89119,106.89119,5890.0149,5893.438,5793.7958,510.26557,1.6966378
2054000.0,2024.8956,5847.5865,3995.6499,252.96429,106.89119,106.89119,106.89119,5874.4679,5829.2703,5839.0213,512.8167,1.6966378
2055000.0,2062.4353,5855.4357,3948.5933,249.98514,106.89119,106.89119,106.89119,5851.9655,5848.8546,5865.4871,498.43152,1.6966378
2056000.0,2089.4815,5838.0549,3958.3682,250.60398,106.89119,106.89119,106.89119,5901.2452,5798.8615,5814.0581,504.81074,1.6966378
2057000.0,2016.9033,5858.6139,3876.6589,245.43097,106.89119,106.89119,106.89119,5860.1559,5890.9201,5824.7657,503.27783,1.6966378
2058000.0,2113.2441,5920.9666,3973.6498,251.57146,106.89119,106.89119,106.89119,5982.1916,5989.3759,5791.3323,492.70871,1.6966378
2059000.0,2040.6048,5852.8519,3901.5788,247.00865,106.89119,106.89119,106.89119,5905.2583,5850.1904,5803.107,499.94401,1.6966378
2060000.0,2077.0638,5859.2406,3939.424,249.40463,106.89119,106.89119,106.89119,5897.2049,5808.3769,5872.1401,505.61657,1.6966378
2061000.0,2006.4576,5844.172,3955.1955,250.40312,106.89119,106.89119,106.89119,5884.4221,5820.8907,5827.2032,497.58832,1.6966378
2062000.0,2090.0578,5848.6991,3929.9397,248.80418,106.89119,106.89119,106.89119,5904.5851,5853.7854,5787.7269,497.74402,1.6966378
2063000.0,1988.354,5820.0376,3881.0642,245.70987,106.89119,106.89119,106.89119,5843.6717,5812.6113,5803.8296,498.8829,1.6966378
2064000.0,1995.603,5837.8275,3936.5059,249.21988,106.89119,106.89119,106.89119,5817.1965,5824.7178,5871.5682,505.8405,1.6966378
2065000.0,2050.5002,5854.6686,3988.7266,252.52597,106.89119,106.89119,106.89119,5860.5896,5828.3061,5875.1101,507.51162,1.6966378
2066000.0,2055.9497,5846.3236,3874.1197,245.27022,106.89119,106.89119,106.89119,5839.3288,5851.8118,5847.8301,503.45022,1.6966378
2067000.0,2032.7828,5848.9182,3929.7121,248.78977,106.89119,106.89119,106.89119,5908.3071,5809.6603,5828.7871,508.60666,1.6966378
2068000.0,2078.6603,5852.2045,4019.3056,254.46192,106.89119,106.89119,106.89119,5920.4876,5813.3264,5822.7993,505.28145,1.6966378
2069000.0,2093.1872,5890.8696,3991.036,252.67218,106.89119,106.89119,106.89119,5932.9912,5863.2566,5876.3609,504.23572,1.6966378
2070000.0,2008.6797,5831.7976,3910.965,247.60289,106.89119,106.89119,106.89119,5877.1108,5813.0211,5805.2609,509.9714,1.6966378
2071000.0,2082.0218,5879.1918,3933.6441,249.0387,106.89119,106.89119,106.89119,5902.0011,5878.842,5856.7325,503.98814,1.6966378
2072000.0,2107.535,5863.528,3913.3464,247.75365,106.89119,106.89119,106.89119,5915.5238,5859.9953,5815.0648,507.01454,1.6966378
2073000.0,2062.3694,5865.8778,3937.8284,249.30361,106.89119,106.89119,106.89119,5917.3428,5847.8732,5832.4175,503.10116,1.6966378
2074000.0,1994.7711,5820.8622,3950.2199,250.08812,106.89119,106.89119,106.89119,5822.5619,5845.4432,5794.5815,499.67184,1.6966378
2075000.0,2026.8046,5834.0285,3928.9954,248.74439,106.89119,106.89119,106.89119,5826.5384,5856.9954,5818.5519,505.58825,1.6966378
2076000.0,2081.0824,5849.0013,3970.971,251.40186,106.89119,106.89119,106.89119,5871.8986,5913.6111,5761.4943,501.25308,1.6966378
2077000.0,2013.4877,5856.6548,3973.2712,251.54749,106.89119,106.89119,106.89119,5898.3845,5858.4699,5813.11,503.59937,1.6966378
2078000.0,2063.8594,5880.4382,3967.4558,251.17932,106.89119,106.89119,106.89119,5921.4302,5869.9622,5849.9221,504.77622,1.6966378
2079000.0,2119.0636,5854.1952,3919.3765,248.13542,106.89119,106.89119,106.89119,5801.2333,5894.3408,5867.0114,503.03214,1.6966378
2080000.0,1965.6719,5837.4775,3906.217,247.30229,106.89119,106.89119,106.89119,5849.9969,5861.015,5801.4207,504.62287,1.6966378
2081000.0,2058.0578,5842.7745,3891.9356,246.39814,106.89119,106.89119,106.89119,5865.2254,5882.672,5780.426,503.10535,1.6966378
2082000.0,2021.9131,5836.4328,3902.2598,247.05176,106.89119,106.89119,106.89119,5891.5772,5832.8922,5784.829,498.32211,1.6966378
2083000.0,2099.4075,5836.7817,3893.5834,246.50246,106.89119,106.89119,106.89119,5852.6253,5859.0189,5798.7009,493.25226,1.6966378
2084000.0,2146.6997,5888.4046,3901.0932,246.9779,106.89119,106.89119,106.89119,5856.9929,5861.4423,5946.7787,495.97183,1.6966378
2085000.0,2040.4216,5845.9374,3957.523,250.55047,106.89119,106.89119,106.89119,5848.9167,5894.17,5794.7254,503.04527,1.6966378
2086000.0,2093.1895,5863.325,3964.4941,250.99182,106.89119,106.89119,106.89119,5877.2003,5886.3116,5826.4632,498.19542,1.6966378
2087000.0,2091.2965,5860.6351,4003.7843,253.47927,106.89119,106.89119,106.89119,5896.2582,5849.4821,5836.1651,501.16235,1.6966378
2088000.0,2017.848,5849.0617,3945.359,249.78037,106.89119,106.89119,106.89119,5959.771,5761.7016,5825.7126,501.90067,1.6966378
2089000.0,2032.8688,5844.5173,3888.6381,246.18937,106.89119,106.89119,106.89119,5867.1261,5846.9099,5819.516,502.04764,1.6966378
