Step,PotEng,Press,KinEng,Temp,Lx,Ly,Lz,Pxx,Pyy,Pzz,SPCPU,Density
1002971.0,2484.7204,5952.987,3964.0724,250.96511,106.89119,106.89119,106.89119,5993.3733,5939.7303,5925.8575,0.0,1.6966378
1003000.0,2458.4105,5961.8738,3873.2225,245.21341,106.89119,106.89119,106.89119,5980.8434,5952.3572,5952.4208,290.94062,1.6966378
1004000.0,2444.5091,5951.0752,3946.7415,249.8679,106.89119,106.89119,106.89119,5938.17,5963.0827,5951.9729,426.15083,1.6966378
1005000.0,2504.0585,5956.1924,3896.8612,246.70998,106.89119,106.89119,106.89119,6010.4429,5934.2477,5923.8866,504.56082,1.6966378
1006000.0,2444.6749,5973.8084,3958.3538,250.60307,106.89119,106.89119,106.89119,5988.4116,5925.6939,6007.3197,505.69703,1.6966378
1007000.0,2403.542,5954.0094,3942.964,249.62874,106.89119,106.89119,106.89119,6001.0808,5999.6385,5861.309,498.67999,1.6966378
1008000.0,2504.9034,5967.5782,4023.0961,254.7019,106.89119,106.89119,106.89119,6019.6544,5961.6777,5921.4024,479.10223,1.6966378
1009000.0,2506.903,5977.0658,3963.1235,250.90504,106.89119,106.89119,106.89119,5977.7061,5964.9083,5988.583,499.21017,1.6966378
1010000.0,2455.5549,5986.1122,3974.4572,251.62257,106.89119,106.89119,106.89119,5992.9553,6008.714,5956.6672,477.22707,1.6966378
1011000.0,2458.4665,5961.6251,3954.0162,250.32845,106.89119,106.89119,106.89119,6032.5836,5962.741,5889.5507,509.44378,1.6966378
1012000.0,2439.6878,5974.4508,4007.2543,253.69896,106.89119,106.89119,106.89119,6010.5456,5972.7689,5940.038,500.222,1.6966378
1013000.0,2460.5951,5982.0138,3932.9119,248.99235,106.89119,106.89119,106.89119,6010.5003,5917.5364,6018.0049,487.53299,1.6966378
1014000.0,2434.5726,5967.4272,4060.4071,257.06406,106.89119,106.89119,106.89119,6025.5708,5968.5337,5908.177,477.66244,1.6966378
1015000.0,2393.1763,5944.3166,3953.8845,250.32012,106.89119,106.89119,106.89119,5981.8853,5913.5997,5937.4647,504.29022,1.6966378
1016000.0,2451.0747,5963.2491,3986.4772,252.38356,106.89119,106.89119,106.89119,6000.6238,5914.6699,5974.4535,498.2681,1.6966378
1017000.0,2421.1978,5953.7668,3947.8592,249.93866,106.89119,106.89119,106.89119,6036.0649,5937.2982,5887.9374,499.98656,1.6966378
1018000.0,2384.4291,5925.8155,3920.6693,248.21727,106.89119,106.89119,106.89119,5938.7272,5883.0922,5955.6272,507.59798,1.6966378
1019000.0,2330.3207,5926.0041,3946.6475,249.86195,106.89119,106.89119,106.89119,5971.084,5908.6564,5898.2719,505.05384,1.6966378
